Design: FIC
Fam: SmartFusion2
Die: PA4M1000_N
Pkg: fg484
Debug: 0
ProbePoint: Net=GPIO_OUT_net_2[6] Inst=CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GPOUT_un64_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=GPIO_OUT_net_2[5] Inst=CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GPOUT_un54_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=GPIO_OUT_net_2[4] Inst=CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GPOUT_un44_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=GPIO_OUT_net_2[3] Inst=CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GPOUT_un34_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=GPIO_OUT_net_2[2] Inst=CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GPOUT_un24_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=GPIO_OUT_net_2[1] Inst=CoreGPIO_0/xhdl1_GEN_BITS[1]_REG_GPOUT_un14_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=GPIO_OUT_net_2[0] Inst=CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GPOUT_un5_GPIO_OUT_i Pin=Y Type=COMB PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[0] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[0] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[1] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[1] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[2] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[2] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[3] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[3] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[4] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[4] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[5] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[5] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[6] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[6] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[7] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[7] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PADDR[8] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[8] Type=MSS PkgPin= Port=
ProbePoint: Net=FIC_MSS_0_FIC_0_APB_MASTER_PADDR[28] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[28] Type=MSS PkgPin= Port=
ProbePoint: Net=FIC_MSS_0_FIC_0_APB_MASTER_PADDR[29] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[29] Type=MSS PkgPin= Port=
ProbePoint: Net=FIC_MSS_0_FIC_0_APB_MASTER_PADDR[30] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[30] Type=MSS PkgPin= Port=
ProbePoint: Net=FIC_MSS_0_FIC_0_APB_MASTER_PADDR[31] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ADDR[31] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWRITE Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WRITE Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PENABLE Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_ENABLE Type=MSS PkgPin= Port=
ProbePoint: Net=FIC_MSS_0_FIC_0_APB_MASTER_PSELx Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_SEL Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[0] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[0] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[1] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[1] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[2] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[2] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[3] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[3] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[4] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[4] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[5] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[5] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[6] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[6] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[7] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[7] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[8] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[8] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[9] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[9] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[10] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[10] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[11] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[11] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[12] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[12] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[13] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[13] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[14] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[14] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[15] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[15] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[16] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[16] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[17] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[17] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[18] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[18] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[19] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[19] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[20] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[20] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[21] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[21] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[22] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[22] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[23] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[23] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[24] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[24] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[25] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[25] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[26] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[26] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[27] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[27] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[28] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[28] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[29] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[29] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[30] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[30] Type=MSS PkgPin= Port=
ProbePoint: Net=CoreAPB3_0_APBmslave2_PWDATA[31] Inst=FIC_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP Pin=F_HM0_WDATA[31] Type=MSS PkgPin= Port=
